"Table_Number","Year","Measure","Age","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","282407","228989","141284","69403","67838","18004","15224","6484","829632"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","894721","724249","636092","233388","263572","71597","47723","28102","2899444"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","120.02","124.17","135.76","93.27","157.07","139.56","123.53","115.98","124.45"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","17700","0","0","0","0","0","17700"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","9981","6587","9598","2149","1454","566","631","27","30994"
"11A.10","2013-14","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","150","0","0","0","150"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","561864","421469","423875","127317","150576","46378","29747","20552","1781778"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","19959","28763","51042","14708","8636","3143","1165","1745","129162"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","14105","19205","29030","8633","4727","2121","872","367","79061"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","244922","225307","125939","71548","68595","15872","18164","6084","776432"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","840850","694744","629886","222207","232535","67515","49949","28748","2766433"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","114.35","121.68","136.60","90.42","139.82","131.91","131.51","120.42","120.66"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","17779","0","0","552","0","0","18331"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","10172","5104","9783","2016","1432","631","641","27","29806"
"11A.10","2012-13","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","131","0","0","0","131"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","566935","422817","427507","109238","209492","42451","26809","19155","1824405"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","Depreciation","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","21974","32360","44097","11190","9487","3421","965","1640","125133"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Capital costs","User cost of capital - Other assets","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","14626","17359","30362","7221","4877","2419","631","360","77854"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","230647","213142","135372","65284","61735","16416","13518","5074","741188"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Total","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","834182","685678","637337","192934","285590","64706","41923","26229","2768580"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Per person in the population","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS Quarterly Population Estimates (ERP)","$","114.92","122.62","141.05","80.86","173.38","126.44","112.68","112.59","122.93"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Payroll tax","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","np","0","18069","0","0","2468","0","0","20537"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","User cost of capital - Land","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","8220","4696","9744","1051","1060","654","509","24","25959"
"11A.10","2011-12","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Other expenses","Interest on borrowings","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","0","0","0","0","139","0","0","0","139"
"11A.10","2010-11","Ambulance service organisations' expenditure","All ages","All areas","2019-20 dollars","Ambulance service organisations' expenditure","Labour costs","","","","","Derived from CAA (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","550308","413397","422271","89441","146956","40177","24637","17912","1705100"
